Brand,Model,Year,Category,Displacement (ccm),Power (hp),Fuel capacity (lts),Dry weight (kg),Seat height (mm),Torque (Nm),Cooling system,Transmission type,Gearbox,Engine stroke,Engine cylinder
aeon,revo 50,2010,ATV,49.3,3.6,5.0,115.0,710.0,3.7,Air,Shaft drive,Automatic, two-stroke,Single cylinder
aeon,urban 125,2012,Scooter,124.9,14.1,13.5,168.0,815.0,11.3,Liquid,Chain,Automatic, four-stroke,Single cylinder
aeon,urban 350i,2012,Scooter,313.0,22.8,13.5,177.0,815.0,30.0,Liquid,Chain,Automatic, four-stroke,Single cylinder
aeon,urban 350i,2014,Scooter,313.0,22.8,13.5,177.0,815.0,27.3,Liquid,Chain,Automatic, four-stroke,Single cylinder
aeon,xboy 10,2012,"Minibike, cross",49.0,3.4,2.0,50.0,600.0,3.2,Liquid,Chain,Unknown, two-stroke,Single cylinder
aeon,xboy 12,2012,"Minibike, cross",49.0,9.4,2.0,55.0,650.0,6.0,Air,Chain,Automatic, two-stroke,Single cylinder
aermacchi,250 ala verde serie 1,1959,Sport,246.2,16.0,17.0,114.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,250 ala verde serie 1,1960,Sport,246.2,16.0,17.0,114.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,250 ala verde serie 1,1961,Sport,246.2,16.0,17.0,114.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,250 ala verde serie 1,1962,Sport,246.2,16.0,17.0,114.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,250 ala verde serie 1,1963,Sport,246.2,16.0,17.0,114.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,250 ala verde serie 1,1964,Sport,246.2,16.0,17.0,114.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,250 ala verde serie 1,1965,Sport,246.2,16.0,17.0,114.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,250 ala verde serie 1,1966,Sport,246.2,16.0,,114.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,250 ala verde serie 1,1967,Sport,246.2,16.0,,114.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,250 ala verde serie 2,1968,Sport,246.2,18.0,17.0,135.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,250 ala verde serie 2,1969,Sport,246.2,18.0,17.0,135.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,350 tv,1971,Classic,344.0,27.0,15.0,,,,Air,Chain,5-speed, four-stroke,Single cylinder
aermacchi,350 tv,1972,Classic,344.0,27.0,15.0,,,,Air,Chain,5-speed, four-stroke,Single cylinder
aermacchi,ala bianca 175,1957,Sport,174.2,9.4,17.0,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala bianca 175,1958,Sport,174.2,9.4,17.0,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala bianca 175,1959,Sport,174.2,9.4,17.0,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala bianca 175,1960,Sport,174.2,9.4,17.0,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala bianca 175,1961,Sport,174.2,9.4,17.0,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala bianca 175,1962,Sport,174.2,9.4,17.0,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala bianca 175,1963,Sport,174.2,9.4,17.0,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala bianca 175,1964,Sport,174.2,9.4,,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala d oro,1960,Allround,246.0,24.8,17.0,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala d oro,1961,Allround,246.0,24.8,17.0,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala d oro,1962,Allround,246.0,24.8,17.0,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala d oro,1963,Allround,246.0,24.8,17.0,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala d oro,1964,Allround,246.0,24.8,17.0,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala d oro,1965,Allround,246.0,24.8,17.0,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala d oro,1966,Allround,246.0,24.8,17.0,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala d oro,1967,Allround,246.0,24.8,17.0,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala d oro,1968,Allround,246.0,24.8,17.0,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,ala verde sport,1970,Sport,246.0,18.5,17.0,,,,Air,Chain,5-speed, four-stroke,Single cylinder
aermacchi,chimera 175,1956,Sport,172.0,,,122.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,chimera 175,1957,Sport,172.0,,,122.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,chimera 175,1958,Sport,172.0,,,122.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,chimera 175,1959,Sport,172.0,,,122.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,chimera 175,1960,Sport,172.0,,,122.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,chimera 175,1961,Sport,172.0,,,122.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,chimera 175,1962,Sport,172.0,,,122.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,chimera 175,1963,Sport,172.0,,,122.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,chimera 175,1964,Sport,172.0,,,122.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,chimera 175,1965,Sport,172.0,,,122.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,chimera 250,1961,Sport,246.0,13.7,,125.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,chimera 250,1962,Sport,246.0,13.7,,125.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,chimera 250,1963,Sport,246.0,13.7,,125.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,chimera 250,1964,Sport,246.0,13.7,,125.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,chimera 250,1965,Sport,246.0,13.7,,125.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,h-d 250 ala azzurra,1961,Allround,246.0,13.7,18.0,114.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,h-d 250 ala azzurra,1962,Allround,246.0,13.7,18.0,114.0,,,Air,Unknown,4-speed, four-stroke,Single cylinder
aermacchi,h-d 250 ala azzurra,1963,Allround,246.0,13.7,18.0,114.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
aermacchi,h-d 250 ala azzurra,1964,Allround,246.0,13.7,,114.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
aermacchi,h-d 250 ala azzurra,1965,Allround,246.0,13.7,,114.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
aermacchi,h-d wisconsin,1961,Sport,246.2,16.0,14.0,115.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
aermacchi,h-d wisconsin,1962,Sport,246.2,16.0,14.0,115.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,h-d wisconsin,1963,Sport,246.2,16.0,14.0,115.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,h-d wisconsin,1964,Sport,246.2,16.0,,115.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,h-d wisconsin,1965,Sport,246.2,16.0,,115.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,h-d wisconsin,1966,Sport,246.2,16.0,,115.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,h-d wisconsin,1967,Sport,246.2,16.0,,,,,Air,Chain,Unknown, four-stroke,Single cylinder
aermacchi,hd 125 zeffiro,1955,Scooter,123.0,5.0,6.5,92.0,,,Air,Chain,3-speed, two-stroke,Single cylinder
aermacchi,hd 125 zeffiro,1956,Scooter,123.0,5.0,6.5,92.0,,,Air,Chain,3-speed, two-stroke,Single cylinder
aermacchi,hd 125 zeffiro,1957,Scooter,123.0,5.0,6.5,92.0,,,Air,Chain,3-speed, two-stroke,Single cylinder
aermacchi,hd 125 zeffiro,1958,Scooter,123.0,5.0,6.5,92.0,,,Air,Chain,3-speed, two-stroke,Single cylinder
aermacchi,hd 125 zeffiro,1959,Scooter,123.0,5.0,6.5,92.0,,,Air,Unknown,3-speed, two-stroke,Single cylinder
aermacchi,hd 125 zeffiro,1960,Scooter,123.0,5.0,6.5,92.0,,,Air,Unknown,Unknown, two-stroke,Single cylinder
aermacchi,hd 150 zeffiro,1955,Scooter,148.0,6.0,,92.0,,,Air,Chain,3-speed, two-stroke,Single cylinder
aermacchi,hd 150 zeffiro,1956,Scooter,148.0,6.0,,92.0,,,Air,Chain,3-speed, two-stroke,Single cylinder
aermacchi,hd 150 zeffiro,1957,Scooter,148.0,6.0,,,,,Air,Chain,3-speed, two-stroke,Single cylinder
aermacchi,hd 150 zeffiro,1958,Scooter,148.0,,,,,,Air,Chain,3-speed, two-stroke,Single cylinder
aermacchi,hd 150 zeffiro,1959,Scooter,148.0,,,,,,Air,Chain,3-speed, two-stroke,Single cylinder
aermacchi,hd 150 zeffiro,1960,Scooter,148.0,,,,,,Air,Chain,3-speed, two-stroke,Single cylinder
aermacchi,ss 350,1974,Touring,349.0,,,,,,Air,Chain,5-speed, four-stroke,Single cylinder
aermacchi,z-90,1974,Classic,90.0,,,,,,Unknown,Unknown,Unknown, two-stroke,Single cylinder
agrati,capri,1960,Scooter,80.0,3.8,,75.0,,,Unknown,Chain,Unknown, two-stroke,Single cylinder
agrati,capri,1961,Scooter,80.0,3.8,,75.0,,,Unknown,Unknown,Unknown, two-stroke,Single cylinder
agrati,capri 50,1960,Scooter,50.0,1.3,,67.0,,,Air,Chain,Unknown, two-stroke,Single cylinder
agrati,capri 50,1961,Scooter,50.0,1.3,,67.0,,,Air,Chain,Unknown, two-stroke,Single cylinder
agrati,capri 50,1962,Scooter,50.0,1.3,,67.0,,,Air,Chain,Unknown, two-stroke,Single cylinder
agrati,capri 50,1963,Scooter,50.0,1.3,,67.0,,,Air,Chain,Unknown, two-stroke,Single cylinder
agrati,capri 50,1964,Scooter,50.0,1.3,,67.0,,,Air,Chain,Unknown, two-stroke,Single cylinder
agrati,capri 50,1965,Scooter,50.0,1.3,,,,,Air,Chain,Unknown, two-stroke,Single cylinder
agrati,capri 50 s,1962,Scooter,50.0,4.3,,,,,Air,Chain,Unknown, two-stroke,Single cylinder
agrati,capri 50 s,1963,Scooter,50.0,4.3,,,,,Air,Chain,Unknown, two-stroke,Single cylinder
agrati,capri 50 s,1964,Scooter,50.0,4.3,,,,,Air,Chain,Unknown, two-stroke,Single cylinder
agrati,capri 50 s,1965,Scooter,50.0,4.3,,,,,Air,Chain,Unknown, two-stroke,Single cylinder
agrati,capri 50 s,1966,Scooter,50.0,4.3,,,,,Air,Chain,Unknown, two-stroke,Single cylinder
agrati,capri 50 s,1967,Scooter,50.0,4.3,,,,,Air,Chain,Unknown, two-stroke,Single cylinder
agrati,capri 50 s,1968,Scooter,50.0,,,,,,Air,Chain,Unknown, two-stroke,Single cylinder
agrati,capri 50 s,1969,Scooter,50.0,,,,,,Air,Chain,3-speed, two-stroke,Single cylinder
agrati,capri 70,1958,Scooter,70.0,3.8,,93.0,,,Unknown,Chain,3-speed, two-stroke,Single cylinder
agrati,capri 70,1959,Scooter,70.0,3.8,,93.0,,,Unknown,Chain,3-speed, two-stroke,Single cylinder
agrati,capri 70,1960,Scooter,70.0,3.8,,,,,Unknown,Chain,3-speed, two-stroke,Single cylinder
agrati,capri monaco,1962,Scooter,94.0,4.7,,,,,Air,Chain,4-speed, two-stroke,Single cylinder
agrati,capri monaco,1963,Scooter,94.0,,,,,,Air,Chain,Unknown, two-stroke,Single cylinder
agrati,capri super brianza,1963,Scooter,125.0,6.4,,,,,Air,Unknown,Unknown, two-stroke,Single cylinder
agrati,capri super brianza,1964,Scooter,125.0,6.4,,,,,Air,Unknown,Unknown, two-stroke,Single cylinder
agrati,capri super brianza,1965,Scooter,125.0,,,,,,Air,Unknown,Unknown, two-stroke,Single cylinder
agrati,capri super brianza 150,1965,Scooter,150.0,7.4,,,,,Air,Unknown,Unknown, two-stroke,Single cylinder
ajp,galp 50 enduro,2005,Enduro / offroad,49.9,9.5,7.5,78.0,870.0,,Liquid,Chain,6-speed, two-stroke,Single cylinder
ajp,galp 50 r,2005,Sport,49.9,9.5,7.5,78.0,870.0,,Liquid,Chain,6-speed, two-stroke,Single cylinder
ajp,galp 50 supermotard,2005,Super motard,49.9,9.5,7.5,78.0,870.0,,Liquid,Chain,6-speed, two-stroke,Single cylinder
ajp,pr3 125 enduro,2015,Enduro / offroad,124.0,12.5,7.5,,840.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 125 enduro pro,2015,Enduro / offroad,124.0,12.5,7.5,,840.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 125 supermoto,2015,Super motard,124.0,12.6,7.0,102.0,840.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 240 enduro,2015,Enduro / offroad,233.0,20.0,7.5,,840.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 240 enduro pro,2015,Enduro / offroad,233.0,20.0,7.5,,840.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 240 mx pro,2015,Cross / motocross,233.0,20.0,7.5,,840.0,15.5,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 240 supermoto,2015,Super motard,233.0,20.0,7.0,106.0,840.0,15.5,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 enduro 125,2018,Enduro / offroad,124.0,12.5,7.0,,840.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 enduro 125,2019,Enduro / offroad,124.0,12.5,7.0,,840.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 enduro 125,2020,Enduro / offroad,124.0,12.5,7.0,,840.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 enduro 125,2021,Enduro / offroad,124.0,12.5,7.0,,840.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 enduro 240,2018,Enduro / offroad,233.0,20.0,7.5,,840.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 enduro 240,2019,Enduro / offroad,233.0,20.0,7.0,,840.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 enduro 240,2020,Enduro / offroad,233.0,20.0,7.0,,840.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 enduro pro 125,2018,Enduro / offroad,124.0,12.5,7.0,,840.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 enduro pro 125,2020,Enduro / offroad,124.0,12.5,7.0,,840.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 enduro pro 240,2018,Enduro / offroad,233.0,20.0,7.0,,840.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 enduro pro 240,2019,Enduro / offroad,233.0,20.0,7.0,,840.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 enduro pro 240,2020,Enduro / offroad,233.0,20.0,7.0,,840.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 mx pro 240,2018,Cross / motocross,233.0,20.0,7.0,,840.0,15.5,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 supermoto 125,2018,Super motard,124.0,12.6,7.0,104.0,810.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 supermoto 125,2020,Super motard,125.0,12.6,7.0,104.0,840.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 supermoto 240,2018,Super motard,233.0,20.0,7.0,108.0,810.0,15.5,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 supermoto 240,2020,Super motard,233.0,20.0,7.0,108.0,840.0,15.5,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 supermoto pro 125,2018,Super motard,124.0,12.6,7.0,104.0,840.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 supermoto pro 125,2020,Super motard,124.0,12.6,7.0,104.0,840.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 supermoto pro 240,2018,Super motard,233.0,20.0,7.0,108.0,810.0,15.5,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr3 supermoto pro 240,2020,Super motard,233.0,20.0,7.0,108.0,840.0,15.5,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 125 enduro,2006,Enduro / offroad,124.0,12.5,8.0,105.0,910.0,,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 125 enduro,2007,Enduro / offroad,124.1,12.4,8.0,105.0,910.0,,Air,Unknown,5-speed, four-stroke,Single cylinder
ajp,pr4 125 enduro,2008,Enduro / offroad,124.0,12.5,,101.0,910.0,,Air,Unknown,5-speed, four-stroke,Single cylinder
ajp,pr4 125 enduro,2010,Enduro / offroad,124.0,12.5,7.5,105.0,910.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 125 enduro,2015,Enduro / offroad,124.0,12.6,7.0,105.0,920.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 125 enduro pro,2015,Enduro / offroad,124.0,12.6,7.0,,920.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 125 enduro pro,2019,Enduro / offroad,124.0,12.6,7.0,,920.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 125 sm,2010,Super motard,124.0,12.6,7.5,104.0,910.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 125 supermotard,2005,Super motard,125.0,14.8,9.0,99.0,850.0,,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 125 supermotard,2006,Super motard,124.0,12.7,8.0,101.0,905.0,,Air,Unknown,5-speed, four-stroke,Single cylinder
ajp,pr4 125 supermotard,2007,Super motard,124.0,12.6,8.0,101.0,905.0,,Air,Unknown,5-speed, four-stroke,Single cylinder
ajp,pr4 125 supermoto,2008,Super motard,124.0,12.5,,101.0,850.0,,Air,Unknown,5-speed, four-stroke,Single cylinder
ajp,pr4 125 supermoto,2015,Super motard,124.0,12.6,7.5,,840.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 125 trial,2005,Trial,125.0,14.8,9.0,98.0,910.0,,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 200 enduro,2006,Enduro / offroad,198.0,17.7,,105.0,910.0,15.5,Oil & air,Unknown,5-speed, four-stroke,Single cylinder
ajp,pr4 200 enduro,2007,Enduro / offroad,198.2,18.0,8.0,105.0,910.0,15.5,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 200 enduro,2008,Enduro / offroad,198.0,17.7,,105.0,910.0,15.5,Oil & air,Unknown,Unknown, four-stroke,Single cylinder
ajp,pr4 200 enduro,2010,Enduro / offroad,198.0,18.0,,106.0,910.0,13.2,Oil & air,Unknown,Unknown, four-stroke,Single cylinder
ajp,pr4 200 sm,2010,Super motard,198.0,18.0,7.5,106.0,910.0,13.2,Oil & air,Unknown,5-speed, four-stroke,Single cylinder
ajp,pr4 240 enduro,2015,Enduro / offroad,233.0,20.0,7.5,,920.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 240 enduro pro,2015,Enduro / offroad,233.0,20.0,7.5,,920.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 240 extreme,2015,Enduro / offroad,233.0,20.0,7.5,,920.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 240 supermoto,2015,Super motard,233.0,20.0,7.0,115.0,870.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 enduro,2003,Enduro / offroad,124.0,12.6,9.0,99.0,910.0,,Unknown,Unknown,Unknown, four-stroke,Single cylinder
ajp,pr4 enduro pro 125,2018,Enduro / offroad,124.0,12.6,7.0,,920.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 enduro pro 125,2020,Enduro / offroad,124.0,12.6,7.0,,920.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 enduro pro 240,2018,Enduro / offroad,233.0,20.0,7.5,,920.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 enduro pro 240,2020,Enduro / offroad,233.0,20.0,7.5,,920.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 extreme 240,2018,Enduro / offroad,233.0,20.0,7.0,,920.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 extreme 240,2020,Enduro / offroad,233.0,20.0,7.0,,920.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 supermoto,2003,Super motard,124.0,12.6,9.0,99.0,850.0,,Unknown,Unknown,Unknown, four-stroke,Single cylinder
ajp,pr4 supermoto pro 125,2018,Super motard,124.0,12.6,7.0,,870.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 supermoto pro 125,2020,Super motard,124.0,12.6,7.0,,870.0,8.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 supermoto pro 240,2018,Super motard,233.0,20.0,7.0,115.0,870.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 supermoto pro 240,2020,Super motard,233.0,20.0,7.0,115.0,870.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr4 ultrapassar 240,2018,Enduro / offroad,233.0,20.0,7.0,,920.0,18.0,Oil & air,Chain,5-speed, four-stroke,Single cylinder
ajp,pr5 250 enduro,2015,Enduro / offroad,249.0,27.5,7.5,,940.0,23.0,Oil & air,Chain,6-speed, four-stroke,Single cylinder
ajp,pr5 250 enduro,2019,Enduro / offroad,249.0,27.5,7.5,,940.0,23.0,Oil & air,Chain,6-speed, four-stroke,Single cylinder
ajp,pr5 250 enduro,2020,Enduro / offroad,249.0,27.5,7.5,,940.0,23.0,Oil & air,Chain,6-speed, four-stroke,Single cylinder
ajp,pr5 250 extrem,2015,Enduro / offroad,249.0,27.5,7.5,,940.0,23.0,Oil & air,Chain,6-speed, four-stroke,Single cylinder
ajp,pr5 250 extrem,2019,Enduro / offroad,249.0,27.5,7.5,,940.0,23.0,Oil & air,Chain,6-speed, four-stroke,Single cylinder
ajp,pr5 250 extrem,2020,Enduro / offroad,249.0,27.5,7.5,,940.0,23.0,Oil & air,Chain,6-speed, four-stroke,Single cylinder
ajp,pr5 250 supermoto,2015,Super motard,249.0,27.5,7.5,,940.0,23.0,Liquid,Chain,6-speed, four-stroke,Single cylinder
ajp,pr5 enduro 250,2018,Enduro / offroad,249.0,27.5,7.0,,940.0,23.0,Oil & air,Chain,6-speed, four-stroke,Single cylinder
ajp,pr5 extreme 250,2018,Enduro / offroad,249.0,27.5,7.0,,940.0,23.0,Oil & air,Chain,6-speed, four-stroke,Single cylinder
ajp,pr5 supermoto 250,2018,Super motard,249.0,27.5,7.0,,890.0,23.0,Liquid,Chain,6-speed, four-stroke,Single cylinder
ajp,pr5 supermoto 250,2019,Super motard,249.0,27.5,7.5,,890.0,23.0,Liquid,Chain,6-speed, four-stroke,Single cylinder
ajp,pr5 supermoto 250,2020,Super motard,249.0,27.5,7.5,,890.0,23.0,Liquid,Chain,6-speed, four-stroke,Single cylinder
ajp,pr7,2015,Prototype / concept model,659.7,48.0,17.0,155.0,920.0,58.0,Liquid,Chain,5-speed, four-stroke,Single cylinder
ajp,pr7,2021,Sport,600.0,,17.0,,920.0,58.0,Liquid,Chain,5-speed, four-stroke,Single cylinder
ajp,pr7 adventure 650,2018,Enduro / offroad,659.7,48.0,17.0,155.0,920.0,58.0,Liquid,Chain,6-speed, four-stroke,Single cylinder
ajp,pr7 adventure 650,2019,Enduro / offroad,659.7,48.0,17.0,155.0,920.0,58.0,Liquid,Chain,6-speed, four-stroke,Single cylinder
ajp,pr7 adventure 650,2020,Enduro / offroad,600.0,48.0,17.0,155.0,920.0,58.0,Liquid,Chain,6-speed, four-stroke,Single cylinder
ajp,spr 250,2021,Enduro / offroad,249.0,,9.5,,960.0,,Liquid,Chain,6-speed, four-stroke,Single cylinder
ajp,spr 250,2022,Enduro / offroad,249.0,,9.5,,960.0,,Liquid,Chain,6-speed, four-stroke,Single cylinder
ajp,spr 310r,2021,Enduro / offroad,297.6,,9.5,,960.0,,Oil & air,Chain,6-speed, four-stroke,Single cylinder
ajp,spr 510r,2021,Enduro / offroad,501.0,38.0,9.5,119.0,960.0,,Oil & air,Chain,6-speed, four-stroke,Single cylinder
ajs,125 eco commuter,2010,Allround,124.0,10.1,,114.0,760.0,,Air,Chain,5-speed, four-stroke,Single cylinder
ajs,125 eco commuter,2011,Allround,124.0,10.1,10.0,114.0,760.0,,Air,Chain,5-speed, four-stroke,Single cylinder
ajs,16m,1954,Allround,348.0,16.0,,173.0,810.0,,Air,Chain,Unknown, four-stroke,Single cylinder
ajs,71 desert scrambler 125,2021,Allround,124.0,9.8,13.5,,760.0,9.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajs,71 desert scrambler 125,2022,Allround,124.0,9.8,13.5,,760.0,9.5,Air,Chain,5-speed, four-stroke,Single cylinder
ajs,a9 flight 125,2015,Scooter,124.0,7.4,4.7,107.0,820.0,,Air,Belt,Automatic, four-stroke,Single cylinder
ajs,bobber 125,2011,Custom / cruiser,124.6,11.0,8.0,161.0,640.0,,Liquid,Chain,5-speed, four-stroke,Twin
ajs,bobber 125,2015,Custom / cruiser,124.6,11.0,8.0,161.0,640.0,,Liquid,Chain,5-speed, four-stroke,Twin
ajs,bobber 125,2016,Custom / cruiser,124.6,11.0,8.0,161.0,640.0,,Liquid,Chain,5-speed, four-stroke,Twin
ajs,cadwell 125,2018,Sport,124.0,9.9,11.2,113.0,740.0,,Air,Chain,5-speed, four-stroke,Single cylinder
ajs,cadwell 125,2020,Sport,124.0,9.9,11.2,113.0,740.0,9.5,Air,Chain,5-speed, four-stroke,Single cylinder
